Unnamed: 0	Review	Sentiment
713	[WRT-TCM0924256316]On 15-Oct-24 we received a mail from Mr.Bharath Kumar stated that at the time of booking the vehicle he say the dealership that he will get Ac Remote control and Start and stop feature in his vehicle were he can control with his connect app they said it's there. Guest said Friday he got the delivery of his vehicle and again he ask them and they said it will be active within 2 days and  now there are stating that this features is not there but They will provide him GPS. Guest said they informed him wrong information and guest said due to that only guest have booked this vehicle that he will get the feature but now he is very disappointed and he wants compensation or refund for his amount. Guest said he wants his issue should get resolved ASAP and also mentioned that,1.5 months ago 	Highly Frustrated
714	On 15/10/2024 Out called Mr. Abhilash Kulkarni Feedback in application, Guest stated that the vehicle delivery was taken on October 7th and the car key sensor was not detecting the key. So when the vehicle was given to first service guest reported the issue and got to know it was the issue with remote key as the cell was weak. Therefore they have replaced the old one with the new cell and also they have charged for it. Guest continued after replacing the cell also again its not working. Hence guest is disappointed and said how come in new vehicle he is facing the issue and its not rectified properly, in between they have charged for it as it was not his fault and its unacceptable. Hence guest wanted a proper solution regarding the same at the earliest. CLI:8123231760 [Nivya TKM-GEC]	Frustrated
715	WRT-TRQ0924016268 On 15th Oct Mr. Hasin called and stated that his request is already registered regarding he cancelled his booking on 22nd Aug due to dealership didn't deliver the vehicle on time and he didn't get the refund of his booking amount and GM of dealership is just saying they have processed his refund but it has to come from main branch but when it will get refund guest is very disappointed he feel  like he is asking loan from Toyota guest wants his refund and response from the team asap. CLI:7275932201(TKM GEC/Shubham M)	Highly Frustrated
716	W.R.T: TCM0824247691. On 15th Oct received an E-mail / Legal Notice from Mr. DHARAM SINGH stating that in his vehicle back camera and infotainment system is not working also some time key also doesn't work it shows no key deducted and left side front window, engine, break paddle is making noise and sense issue also, he visited dealership 8-10 times minimum for help but they don't help him they just makes excuses as technician is not there many other things. Guest is highly disappointed and need solution at the earliest along with positive response. Kindly look into the matter and do the needful ASAP. CLI: 9216060659 [Akshay TKM GEC].	Frustrated
717	On 15/10/2024 Mr. Shankar called and stated that he got his vehicle delivery recently and yesterday while he was driving the vehicle he noticed that there is IVRM loose and felt down. Guest said he didn't do anything and it came to the hands automatically. Guest said he visited the dealership they were telling that the guest himself has done something for the vehicle and that is the reason to get the IVRM break. Guest said what is the reason or the purpose to him get the new vehicle IVRM break.  Guest said there was a manager Mr. Neeraj who promised to provide the accessories to him at the time of vehicle delivery that is matting and other parts, But not provided as per commitment. Provided with HCR contact details to him. Guest said he is very much disappointed and needs his vehicle repaired on this concern ASAP. Kindly assist the guest. Cli:7725997082 [Gagan/TKMGEC]	Frustrated
718	On 14-Oct-24 we received a mail from Mrs.Akila Shanmugasundaram stated that she is disapppointed with the service she have received regarding his car, which was sent for repair to Harsha Toyota on October 5th after a minor accident. The car was picked up through service, but despite 10 days passing, she have yet to receive any estimation or a clear timeline for when the car will be ready. While she understand there  may be delays due to the insurance estimation process, she fail to see why this is holding up the repair work itself. This is the first time she have encountered such poor customer service from a Toyota service center. Her family owns a couple of Toyota vehicles, all of which are typically serviced at Madurai, and she have never experienced such a lack of 	Frustrated
719	W.R.T TCM0824246666 On 14-10-24 Ms. BALJIT KAUR called and stated that she have raised a concern regarding the moisture issue in his vehicle after the service, Guest said that the issue is not yet solved, Guest said that she was facing very Rude Behavior from Mr. Rahul regarding this issue ,Guest want this issue to be acknowledged by the Toyota ,Took HCR -Mr. Pooja San and she mentioned that all the things related to this concern as been already mentioned to the guest but she is not accepting, San said that the guest have changed the wiring outside the Toyota and also the warranty as been finished, San said that she did not want to talk  to the guest,...Guest denied the statement said by the dealership and mentioned that he complete service is done by the dealership, She need the issue to be solved ASAP, or else she will move legally, Do the needs ASAP  Cli:9646100551 (Anu -TKMGEC) 	Frustrated
720	[WRT -TCM0924261190]On 14-Oct-24 we received a NIC mail from Mr.GAUTAM NAYAK stated that he purchased Toyota Camry Car from the company. the vehicle display navigation is not working regarding this he contacted in the service center and the company but both are not providing any services to him also not provide the resolution , also registered multiple complaint . now  he wants that the company provide proper services to either collect the vehicle and provide the refund amount to him. guest waiting for a prompt response ASAP, cli:9879209862 [TKM CAC RAVI] 	Frustrated
721	*WBT SS (No details found) On 15-Oct-24 received an E-mail from Mr.Manmeet Ahuja stated that he have Booked Hycross 3 months ago in the name of Bhupinder Pal Singh Ahuja and every time the staff gave him some another person name, first he get in touch with Sumit and subsequently from Abhishek and Ajay, He was informed that immediate delivery could be facilitated through a call from an influential figure within the police force or political circles. However, despite his efforts to arrange this,	Frustrated
722	On 15 oct Mr called and stated he had given his vehicle for rat bite on 30 sep insurance is approved still the work is work is not started it was told it will take 1 more month for repair as there are less technicians it is taking time for repair. Guest is disappointed he is not getting service on time wants revert Asap CLI:8329569449[Saba/TKMGEC] *Call recording attached 	Frustrated
723	WBT ATTACHED LAST UPADTE ON 7TH OCT W.R.T< TCM0924264812 >On 15-Oct-24 received an mail from Mr. Puneet Chopra  and mail addressed to Masakazu.Yoshimura and stated that he booked an Innova Hycross 8s on Jan 2023 but till now he didn't get the vehicle delivered and guest stated that he got an update from the dealership on 7th October as the there is a vehicle available in the color of Black with 8 seater and agreed for the delivery of the vehicle but the delaership not	Frustrated
724	On 15th Oct received an E-mail from Mr. Simar Bomrah stating that he is writing to express his concern regarding ongoing issues with his vehicle, which have not been resolved despite multiple visits to the authorized service center, the problems persist, causing significant inconvenience and safety concerns. Issues: 1. The very first issue he had like to highlight is that he have been experiencing ongoing problems with the urea system (DPF)in his vehicle. In January 2024, the urea system issue in his vehicle was addressed and fixed by the authorized service center. However, the same problem has reoccurred in September 2024, causing significant inconvenience and concern for his vehicle's performance and environmental compliance as it was the second time he was facing this issue. 	Unsatisfied
725	On 15/10/2024 Out called Mr. Anurag Tiwari Feedback in application, guest stated that while purchasing the vehicle he had paid Rs.25000/- as booking amount and now the vehicle has been delivered and its been 1 month the amount was not refunded. Hence guest wanted his amount to be refunded at the earliest. CLI:9999095299 [Nivya TKM-GEC] *Call recording attached	Frustrated
726	"On 15-Oct-24 we received a mail from Mr.Nafis Ahmed Siddiqui stated that he wish to register his complaint against the poor performance of the battery of the car.On two occasions he have been strangled on the road and had to take the help of the Toyota Road Side assistance team . The car stops working / starting and then power has to be given by an external battery for about 5/10 minutes and then the brake and ignition start operating .  This is indeed very painful. Toyota can check from own records when twice he faced the difficult situation.Please provide him a reason why this repeated malfunctioning of the battery is happening and what is the remedy .he need replacement of the battery without any further delay . Guest Waiting for a prompt solution .cli:9711988158 [TKM CAC RAVI]	"	Highly Frustrated
727	On 15th Oct received an E-mail from Mr. Mayank Purohit stating that he want to complain regarding inferior quality of service done today for his Fortuner car at the service center. The service manager name was Akshay. Guest gave his car for 2nd servicing after 10k kms for which he have an AMC as well. Guest was asked to pick up his car at 5.30pm. Guest reached at the mentioned time. When guest reached the service center, the service manager took him to his desk, he handed over the bill and asked guest to pay the amount. When guest requested him to show guest the car and work done, he mentioned that the car is parked out and can check by himself. He did not bother to come and explain guest. When guest inspected that car himself, even the basic cleaning was not done properly. There was lot of dust and other waste in the glove box, seats and bootstrap. They did not do proper cleaning from inside.	Frustrated
728	On 14 Oct 24 Mr. Karthik called and stated that he has Purchase Fortuner vehicle in second hand and Before Purchasing vehicle for check up and PDI he had taken his vehicle for MGF Peeragarhi 2S and Guest has paid Rs 5,000 for Doing the completed check up and Dealership check vehicle and stated that there  is no Problem in vehicle a big company was using this vehicle they have well maintained and Guest stated that he asked Dealership 5 time to check the paint is it repaint work has been done or not they checked and stated no painting work is done so in believe of that Guest purchase a vehicle and had taken his vehicle for doing PPF and they check with a tool and stated that painting is done so Guest needs to Raise a concern on this so Kindly do needful ASAP CLI:9953333371 (SUHASAN TKMGEC)	Unsatisfied
729	"On 15 Oct 2024 Mr.Amrit called and stated that he booked the vehicle GX[O] on 7 Oct 2024, and guest booked because of marriage function, and he was confirmed from dealership that they are going to deleverd the vehicle [MBJAABAA501411949-0924] by 15 Oct 2024, and as per dealership confirmation he paid to amount to them, now at the time of delivery they are saying they will take 1lakh extra then only he will get the vehicle or else they will not  provide the vehicle, guest saying GM [Manas]himself called to guest and asked for premium amount and within 2 mint he got the call from other agent and they asked to guest pay the 1 lakh and take the vehicle, Now guest requested toi take someone from dealership , i have taken con call with HCR and she update to guest she is investigating issue and will update the guest. Kindly update and do the needful. CLI-  9355449299 [ANIL TKM GEC]
"	Unsatisfied
730	WBT ATTACHED LAST UPDATE ON 06/10/24 On 15-Oct-24 received an mail from Mr. Apoorva agarwal stated that he booked a Toyota Innova Hycross Zxo from Swarn Toyota  dealership in Kanpur on 13 June 2024 and dealership called on September 28 2024 said that the vehicle was getting dispatched the next day and would be ready for delivery on 01.10.2024 on which guest said would take delivery on 03.10.2024 and On this, they asked guest to send the funds, and guest transferred Rs. 25	Frustrated
731	On 14 Oct 24 Mr. Amith Arora called and stated that he has Purchase UCH vehicle and in Delivery time also Guest had faced many issue as Guest was waiting for vehicle delivery for 5 Hrs and he got his vehicle at 9:00 Pm and now One week is completed and till now he has not got his Document for registration and Guest is saying he will go for social media and he has a YouTube channel he will post in that also so Kindly do needful ASAP CLI:9996127127 (SUHASAN TKMGEC) ** DCM SS ATTACHED 	Unsatisfied
732	On 15th Oct received an E-mail from Mr. John Ajay Stephen G stating that he is writing on behalf of AngelGoJo Industries Pvt Ltd to bring to the attention a serious issue regarding an overcharge by Anaamalais Toyota - Virudhunagar branch during the purchase of his Toyota Innova Hycross ZX(O). Reg No: TN84R0606. Guest initially made a booking amount of Rs. 50,000, and later paid Rs. 8,10,257 on 20th July 2024 after the car was allotted.  During the first service on 29th August 2024, when guest told the sales officer, Mr. Udhayasuriyan, that he had been overcharged by Rs. 3,568 (During the time of taking 700 as accesssary refund, guest was informed by the dealers that there is an excess amount of Rs. 3,568). He assured guest that the refund would be processed within 7 days. However, today 15/10/2024 it has now been over two months, and despite repeated follow-ups,	Frustrated
733	On 14 Oct 24 Mr. Purnima Yadav called and stated that she has Purchase UCT vehicle on 11 Oct 24 and she is not satisficed with vehicle Delivery and she has Issue with Payment in Dealership also and Guest is saying that in her vehicle there is noise coming and she has informed Dealership and Yesterday some come to Guest place and check issue and when he was check he found cotton place in her vehicle inside and he was removing that but still the noise is coming and Guest stated that while taking delivery the staff behavior also was not good they were talking rude to Customer and Guest stated that her vehicle was not Cleaned while taking Delivery it was not cleaned in interior and exterior and while Checking the Guest details also not matching so Kindly do needful ASAP CLI:7979838378/9811770098 (SUHASAN TKMGEC) 	Frustrated
734	"get revert by today then he will take this matter into twitter. CLI:9930244007 [Ghoussiya TKMGEC] 
 On 15th oct Mr. Sunny Ahuja called in and stated that he had booked UC Hyryder vehicle and have cancelled the booking on 4th oct as he received vehicle delivery from other dealership and dealership had said that the amount will be refunded within next 7 days but still, he has received the refund. Guest stated that he connected with dealership and dealer have said that they check the status but there is no revert. Guest was very disappointed and mentioned that if he doesn't"	Highly Frustrated
735	On 15th Oct Mr. Ravish called and stated that his vehicle got effected in flood 2 and half months back and he gave the vehicle to dealership to get it fixed and one and half month back dealership informed him his vehicle's battery has damaged and it has to replace but they don't have the battery available they will order it and it will come from Japan now its been one and half month still dealership didn't get the battery available  to provide the battery no clear information when the battery will get available as it has to get it available and every week they are giving another date guest is very disappointed he wants his vehicle to be fixed at the earliest and he want a alternate vehicle to use till his vehicle gets fixed guest wants response asap.CLI:9099076329(TKM GEC/Shubham M)	Frustrated
736	"On 15-Oct-24 we received a mail from Mr.Arpit Nain stated that he entrusted to the Toyota Azadpur service center for repairs following an unfortunate accident. On August 26, 2024, he brought his car to the service center, where the service advisor, Rohit Jha, recommended a door replacement instead of repair to avoid potential rattling noise in the future. he accepted his advice,  and the door was replaced, with the handover completed on August 29, 2024, around 6 PM. Upon receiving the car, guest noticed some issues and raised these concerns at the time. he was assured that they would be addressed during his next scheduled service on September 15.
During his 10,000 KM service on September 15, he once again brought up the rattling noise and paint "	Frustrated
737	On 15/10/24 Mr. NARESH called and stated that his vehicle met with an Flood and guest gave his vehicle for Flood repair on 07-08th Sep and guest stated that from one month Insurance Team are saying to provide Parts which are required but dealership are not able to say the parts name to the Insurance Team as guest stated that dealership are making under Total Loss as Guest is very disappointed and stated that dealer even made quotation of 17 lakhs as they are responding properly as guest stated that he wants Technical Team to look the vehicle and even stated that he wants his issue to be rectified and wants response ASAP. Kindly assist the guest and do their needful CLI:9950768786[Vikas TKM-GEC]   	Frustrated
738	"Guest is non-contactable, hence we have registered the complaint based on the concern shared on an e-mail. Attached e-mail for reference guest stated he have been having such a harrowing time dealing with Toyota and Guest is totally disappointed and guest is waiting for the positive response and kindly revert back asap and do needful, CLI:8527581275(Gowri Sankar TKMGEC)
"	Frustrated
739	"On 15th of Oct Dr. ZUHAIB Called us and stated that he bought the Hycross and today his vehicle was visited Nandi Toyota today for the First Service, and vehicle was delivered by Evening, and a driver who came to hand over the vehicle stated that vehicle Rear Tyre got punctured. And Tyre got flat which has to be changed. Guest was shock by this, and stated that when he checked his phone there was an notification from I-Connect, which was ""Rear Tyre Pressure is Low"",  So that means the driver didn't cared about the Tyre low pressure, and driven the vehicle on such low pressure which caused Damage on tyre, and don't even know whether any other Internal parts were damaged due to that or not. Mr. Ravi the Service Advisor who attended guest vehicle, guest tried to contact him after receiving the vehicle in such condition, but Call was not getting connected, so he texted him in WhatsApp, were he replied ""Don't worry sir,"	Frustrated
740	On 15/10/2024 Out called Mr. Sumit Feedback in application, Guest stated that the front camera is not working properly. When the vehicle was given to first service he reported the issue and the dealer have checked the vehicle and said its a manufacturing defect in the camera. Also assured the camera will be replaced but at that moment the new camera is not available and will arrange it in 2-3 days and then it will be replaced. Guest said its been 18 days till now he did not get any response from the dealer end. Hence guest wanted a update regarding the same also the front camera should be replaced at the earliest. CLI:9815335355 [Nivya TKM-GEC]	Frustrated
741	On 15/10/24 Mr. SP KAUSHIK called and stated that guest visited the dealership to purchase Innova Hycross ZX(O) 1 month and guest wanted the test drive of the vehicle and dealership informed that whenever guest want they will provide test drive where they can take the test drive and later when guest contacted the dealership for test drive as they informed that vehicle is not there for test drive as guest needs to visit the dealership for the test drive and guest visited the dealership with their family and that time dealership informed that test drive vehicle is not there and they went as no one attended the guest as no one interested to show the vehicle as guest felt very much disappointed and stated that at least not test drive but they would have showed the vehicle as one delivery vehicle was standing over there and they didn't even showed the vehicle and guest went like that only and now 	Highly Frustrated
742	On 15 oct Mr Sanjay called and stated he is having DPF issue in the vehicle right from the start in 2022 the fuel injector was also changed 2 years the vehicle was fine now again in 2024 he is having DPF issue vehicle was sent to dealership it was told we will check and clear again it will be filled asked to change the fuel injector and this time dealer asked to pay for the parts change Guest is  not ready to pay he is stating this is product issue he wants co to change it and he cannot change it for every 2 years wants resolution Asap CLI: 9031002405[Saba/TKMGEC]	Unsatisfied
743	On 15th Oct received an E-mail addressed to Tanmay san and Akio san from Mr. Atul stating that he booked the vehicle on 30th January 2023 (#TCB20230130233457KIH). Guest spoke to Viva and gave the details on 31st January 2023. Till April 2023 he called a few times on getting an update on the delivery date, however every-time he was told that they will inform. Fed up with the attitude he decided to cancel the booking in May 2023; however guest told its okay it happens and he retained the booking. There was complete silence from Viva Toyota for almost 13 months, guest again decided to call in June 2024. The calls from his side kept going till July 2024. Pleasantly surprised guest was informed that all variants are available and guest can choose the model. Guest decided to visit and see the models along with a test drive.	Unsatisfied
744	On 15/10/24 Mr. NANJI REDDY called and stated that he has canceled UCH Vehicle  booking on 28th Sep and still now guest didn't received the booking amount and guest stated that at the time of cancellation dealership informed within 10 working days guest will get the refund amount and now when guest contacted again to the dealership they are saying it will take 15-20 days more as guest is very much disappointed and stated that he wants refund amount at the earliest and wants  assistance on it. Kindly do the needful CLI:7022918222[Vikas TKM-GEC]      	Unsatisfied
745	On 15 oct Mr Madhur called and stated he had Given his vehicle for B&P repair and got it back after repair on 1 oct now Guest realized that Amplifier is missing from the vehicle he had given it with the vehicle for repair. Guest informed the same to the dealer it was told they do not have it Guest asked for video which was recorded when they took the vehicle but the dealer told they just have 5 days data. Guest wants revert Asap CLI:7789877777[Saba/TKMGEC]  *Call recording attached 	Frustrated
746	On 15-10-24 Mr. VIBHOR MEHRA called and stated that he have booked for a Innova Hycross on sep 2024 and at the time of booking he received a mail stating that the vehicle will be delivered by july and after 2-3 days he received a mail mentioning that he will receive the vehicle vehicle on Nov. 2025, Guest said that dealership is taking the PREMIUM and selling the vehicle to others due to which he was not getting a exact date of delivery, Guest said that he is going legally regarding the change in commitment, Guest wanted the vehicle on the committed date itself and also mentioned that he wanted to talk with someone from the Toyota official men,	Unsatisfied
747	[WRT-TCM0924267167]On 15-Oct-24 we received a mail from Mr.Trilok Yadav stated that he have registered a complaint upon which he is not reciving any response and he have sent a reminder mail also, his concern was that he purchased the canopy from the dealership of Infinium Toyota Ahmedabad and the guest stated that he spent 4.5 lakhs on this product and guest is disappointed about this matter and guest is written this mail to express his extreme disappointment and frustration with the handling of the issues related to his vehicle, guest stated that none of the critical issues regarding the canopy and this level of neglect and disregard is entirely unacceptable and reflects a serious lapse in service quality. Guest given the excessive delays and complete failure to address the canopy problems, guest stated that he left 	Highly Frustrated
748	WRT: TRQ0924016595On 15 oct Mr SACHIN called and stated he is owning innova vehicle and Guest has lost the sales invoice. Guest wanted duplicate sales invoice, Guest resides in Bihar and he wants invoice through courier or soft copy. He is taking following up form 1 month still he has not got the resolution no one is responding tried connecting with HCR Mr Ratnesh and Mr Manoj call was not answered Guest is  disappointed he have not got revert even once, time would pass, and his vehicle would be of no use. Guest has shared all the documents required which was asked by the Mr Ratnesh even after that the is issue Guest is even ready to visit dealership last night it was told they will check and resolve the issue. Guest is stating Dealer is ignoring the Cos call what will they 	Frustrated
749	"On 15 Oct 2024 Mr.Ashish called and stated  he booked INNOVA HYCROSS [PETROL] on 15 May 2024 and dealership themself informed to guest that his vehicle got allocated to him and now dealership is forcing for insurance, dealership is saying if he will not purchase the insurance from them then they will not provide the vehicle, I have informed the official waiting period, he is saying he was confirm from dealership that his vehicle got allocated in his  name, and now they are forcing for insurance, Guest also mentioned he is the old user of Toyota vehicle, Kindly update and do the needful- 7600090203 / 9913944344 [ANIL TKM GEC]
"	Unsatisfied
750	On 15-Oct-24 received an mail from Mr. Aman Mani Tripathi stated that there is a dissatisfaction with the service he  received at dealership of Rajendra Toyota Gorakhpur and the following the repairs to his Toyota Hycross ZX Hybrid with Registration No. UP53EQ1003 and guest stated that after a minor accident, guest sent his vehicle to the dealership for the replacement of the rear bumper and trunk. Guest stated that the service provided was highly unsatisfactory. Upon receiving his  car, guest noticed the following issues: 1. The alignment of the trunk is not seamless. 2. The bumper has not been properly fitted and there is a gap visible between the body and the bumper.3. The ZX branding has been incorrectly pasted in reverse as XZ and guest stated that his vehicle is in dealership for 15 days for the work and guest stated that trunk is not opening properly and guest stated that the dealership is not working properly and guest stated that the dealership 	Frustrated
751	 which includes an extended warranty and a specialized set of 13 accessories, the customer service executives at the Goa outlet informed him that the offer would not be applicable. Given that this offer is a significant factor for customers during this festive period, Guest kindly request to Toyota assistance in looking into this matter to ensure clarity and fair treatment regarding the offers available. Guest is very disappointed and need positive response. Top Management :  On 15th Oct we have received an email from Mr. Poonam Bathija on behalf of Updesh Swar. he is writing to bring to Toyota attention an issue concerning a recent booking made by Mr. Updesh Swar for the G model Toyota Hyryder. The token/booking amount has already been provided to Goa branch outlet. However, during the follow-up, when Mr. Swar enquired about the festive offer that has been recently announced by the company,	Unsatisfied
752	"WRT TCM0724206788 & TRQ0924017172 On 16th oct Mr. Manish called and stated that he booked Innova Hycross VX in 18 Dec 23 and dealer promised to deliver the vehicle in 6-8 months and still now guest didn't got the vehicle and guest stated that his sq number is 9 and color variant wise seq number is 1 as dealership are saying they are not getting vehicle from Toyota as now guest wants to know whether there is some shortage of production or what is the reason for delay. Guest wants the vehicle to be delivered at the earliest. Informed the update from dealer dated 20th sept guest agreed that he have received this update.  CLI:8130693590[Ghoussiya TKM-GEC] 
"	Unsatisfied
753	"WRT TCM0824233571 / TCM0924271292  . On 15th of Oct Mr. Balwinder Called us and stated that he didn't, received any proper resolution on the complaint, Guest stated that he was fighting for a specific Point, which was mentioned on every call, ""Vehicle Allocated in Guest name was on 31st of March'24, but they deliver the vehicle by 7th of Aug'24. So now where was his vehicle in this Gap. And when vehicle was already allocated by Guest name, how could it will be arranged by dealer"" This is the main concern and for which Dealer isn't answering. Guest mentioned that there is ""GM"" Mr. Bishal and ""CR""  Ms. Komal San, who behave very rudely and doesn't support. So guest wants Toyota to question them on this point. Kindly look further. CLI: 7973387100 [Deepak/TKMGEC]"	Frustrated
754	On 15-10-24 Mr. Prekash called and stated that he have received the Innova crysta 3 months before and later in his vehicle he was facing DPF issue and check engine issue, regarding which he visited the dealership and they mentioned that it is normal and every vehicle as this issue and later few KM, The vehicle completely got jammed, And he visited the nearby dealership and did the repairs ,Guest said that again he is facing the issue and he wanted the permanent solution for the issue that he facing, guest also mentioned that dealership behavior is not professional,	Frustrated
755	On 16 Oct 2024 Mr.Manoj called and stated he booked the Innova crysta vehicle on 15 Feb 24 he paid 50k as a booking amount and suddenly guest planned got change and he requested them within 10 days that please changed his booking to Hycorss, dealers said booking is not going on for Hycross so, once it will be start will change the booking to hycross, guest waited for the same, Agin when hycross booking has been started and guest requested them to shift the booking then they said ok will do it, before 2 month when guest again called to them then they are saying it is not possible to change the booking to hycross, they have requested guest cancel the booking, Now guest saying why dealership had wasted his valuable time, he need assistance from Toyota, Guest also said his file the case in consumer forum, Kindly update and do the needful. CLI- 9889019047  [ANIL TKM GEC]	Unsatisfied
756	On 16th Oct received an E-mail from Mr. Hemanth stating that it is with great pain that he is to write expressing his extreme displeasure about the manner in which the service matter has been handled. This after the pathetic handling of the sales a year ago, when after escalation, he was promised by General Manager Sales that they would address the issue and make proper noting.  Guest have been trying to reach the service team since last week of August, and even till date there is not appropriate redressal of his issues. Viva Toyota on the other hand are quick to reach out to him for insurance products (presumably for the margins they may have), however when he ask for a call back, this does not even get addressed to. Sad to know that a person calling from 9900161705 informed guest that the matter was only brought to the notice, 	Frustrated
757	"On 16th oct Mr. Mahesh Chandra called in and stated that he was looking to purchase UC Hyryder and when he contacted the dealership and asked about UC Hyryder Festival Limited Edition dealer was saying that they don't ahve any information nor received any update from TKM about this and then guest also asked about the scheme of 1 lakh deduction on hybrid vehicle but even for that dealership was not saying any information so guest was saying that is there any gap of communication with toyota and its dealership as the dealer is not aware about any updates. CLI:9968282694  [Ghoussiy TKMGEC] 
"	Frustrated
758	On 16th Mr. Mahesh called in and stated that he have booked UC Hyryder vehicle on 5th oct and now he wants to upgrade that booking to UC Hyryder Festival limited edition but when he asked the dealership the dealer is saying that they don't have any information about this nor any update. Guest is disappointed due to this. CLI:9096309798 [Ghoussiay TKMGEC] 	Highly Frustrated
759	On 16-Oct-24 received an E-mail from Mr.Vikas stated that he have Toyota Rumion V Petrol from Amana Toyota, Cheruvannur, Kozhikode on 28/10/2023 considering the great brand value and customer service experience. But now he was astonished about the after sales part of Toyota, he couldn't believe such an experience to be faced by a Toyota customer. On 15/09/2024 his vehicle Toyota Rumion met an accident in which front portion of the vehicle has been damaged and immediately taken the vehicle to Amana Toyota, Cheruvannur, Kozhikode and claimed for insurance repair, the process was smooth but the thing which made me irritated is the delay of getting the part from the company. As he was informed from the dealership the front bumper and cover which has to be replaced and would take 17 days to get it delivered. Being a newly launched vehicle. Why are the parts getting so delayed that too from Toyota. He never expected such things from Toyota.	Unsatisfied
760	that they will do the coating which have 1 year warranty, then might be it will appear again, now guest is very disappointed and he can't take a new car delivery with such condition or with coating repair, so kindly look into the matter and do the needful ASAP. CLI- 9354146106/ 9811128517 (Uddipta TKM GEC) On 16/10/24 Mr. Subhash Chandra Garg called and stated that he booked UCH on 4th october and dealer told they will arrange and deliver the car by 7th or 8th October, but it's not happened, then 15 days they delayed and today they called guest for delivery and guest waited for 3 hours and he saw car have full scratches in bonet, side body and back also and they are telling 	Frustrated
761	WRT:TCM0624157113. On 15/10/2024 Mr. Samarendra called and stated that he was facing clutch plate burn issue every month. Guest said he has a fortuner vehicle  and few days back his vehicle breakdown while driving and he took his vehicle to nearest dealership their dealership informed him during regular service dealership didn't replace his vehicle's parts such as clutch plates and few other parts  which was needed to replace as per schedule due to which his vehicle breakdown and during breakdown guest was in medical emergency and faced a lot of inconvenience guest paid 51k in that breakdown and still flywheel also needed to replace which will again cost him around 50k that he will replace after going back to Goa but guest is saying every service he had on time at dealership but still dealership didn't inform him what and 	Frustrated
762	On 16 Oct 2024 Mr.Deepak  called and stated that he booked the vehicle on 3rd sept and from 3rd OCT he was getting the call from dealership that his vehicle is standing the vehicle at dealership he may take the delivery, firstly they have forced for the insurance when guest did complaint on that then they said ok he can take the insurance from anywhere, but guest was having a drought  because he did not agreed for the insurance then defiantly they will create some new issue, as per dealership request he approved the loan amount and he was told to deposited some amount to dealership, and till 11 oct he was told from CHATUR san THAT HIS VEHICLE is in the dealership and he may take the delivery by 15 Oct, 	Frustrated
763	On 16th oct Mr. Prem called in and stated that he has booked Fortuner vehicle and he had cancelled the booking on Dec 2023 as he was interested in purchasing upcoming facelift variant of fortuner. Guest was very disappointed and said that its been more than 8 months still the refund is not recieved . Guest stated that Mr. Sunil the sales executive who is also not responding to his calls from past 2 months. Guest stated that he want the refund at the earliest. CLI:9911813034 [Ghoussiya TKMGEC] *Call recording attached 	Highly Frustrated
764	On 15 Oct 24 Mr. Susila called and stated that he has Booked UCT vehicle on 8 oct 24 and has Informed will delivery vehicle in one month and Now Guest is with a concern that Mr. Mohit sale Person his forcing to pay full payment in this month only then only Guest will get this Oct Month discount or else he won't get the discount and Guest is saying Dealership is talking like cancel the booking and Guest is saying that Dealership is spoiling Toyota name and Guest is saying she will pay half amount now and rest at delivery time and will take vehicle delivery and she needs OCT month discount so Kindly do needful ASAP CLI:8174947563/9889651134 (SUHASAN TKMGEC)	Unsatisfied
765	[WRT-TRQ1024018852]On 16-Oct-24 we received a mail   from Mr.Mrinal Ghosh stated that It has been more than 48 hours since a response was expected from the dealership team. Till now he have not received any response - neither an email or call or any text/whatsapp. Please understand the dealer's lackadaisical attitude is delaying the RC document for the vehicle. It has been almost 2.5 months since he took the delivery of the vehicle  and all he got from this is dealer is mis commitment, refusal to respond, false promises. guest have been following up with them for the past 2.5 months and the RC of the vehicle has been long pending. The dealership has not been even bothered to respond to the below as well. Guest is sure this is not the service culture for an organization like Toyota causing mental 	Frustrated
766	*Call recording attached  also he had not received any response, Guest is very disappointed and stated that he want this issue should be resolved at the earliest. Guest is waiting for positive response from concern team, Kindly revert back ASAP.CLI:7436095896 [Aditya TKM-GEC]	Frustrated
767	WRT TRQ0924017127, TRQ0924017693, TRQ1024018823 On 16th Oct we received a mail from Mr.Arun kumar stating that he have booked the Innova Hycross GX on 20/4/24 and its been 6 months but till now he havent received the vehicle and regarding the same he is raised his concern 3 times but dealer is telling that they cant do anything as they are not getting vehicle from Toyota due to that he is disappointed and mention that he want the exact vehicle delivery timeline over the mail from Toyota, waiting for a positive response. CLI: 9041974140 [ANKIT TKM GEC]	Frustrated
768	On 15-10-24 Mr. Deepak called and stated that he booked for Innova Hycross ZX[O] on Dec 2022,in his name and still he did not received the vehicle, Guest said that if the vehicle is not producing then why booking is made available by the Toyota, he  also said that if they did not give the vehicle this month he  will cancel the vehicle, do the needs ASAP  Cli:7068488391 (Anu -TKMGEC) DCM ss attached.	Unsatisfied
769	On 16/10/24 Mr. Sumit called and stated that yesterday while driving their Hycross car in flyover suddenly the sunroof glass was exploded where it was not open at all, then he gave his car to the dealership yesterday within after sometime and he want this issue to be rectified properly and replaced it under warranty at the earliest, so kindly look into the matter properly and do the needful ASAP. CLI- 9050180079 (uddipta TKM GEC) DCM SS attached	Unsatisfied
