Review,Sentiment,Cause
"On 10th April, Mr. Vinay stated the service was very slow and unprofessional. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 28th March, Ms. Anjali stated they did not deliver the RC even after repeated follow-ups. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 10th April, Mr. Raj stated the dealership did not respond regarding the test drive request. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 15th Feb, Mr. Raj stated the dealership staff was rude and arrogant. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 25th May, Mr. Athul stated they charged extra without any explanation. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 5th June, Mr. Athul stated the service was very slow and unprofessional. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 25th May, Ms. Neeru Joshi stated the fast tag was not provided even after full payment. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 10th April, Ms. Priya stated the dealership did not respond regarding the test drive request. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 31st Oct, Ms. Neeru Joshi stated the service was very slow and unprofessional. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 25th May, Mr. Gaurav stated the dealership staff was rude and arrogant. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 24th Nov, Mr. Vinay stated the dealership staff was rude and arrogant. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 10th April, Mr. Vinay stated the service was very slow and unprofessional. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 31st Oct, Mr. Raj stated the dealership did not respond regarding the test drive request. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 28th March, Mr. Athul stated they charged extra without any explanation. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 12th July, Ms. Priya stated they charged extra without any explanation. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 28th March, Ms. Anjali stated the dealership did not respond regarding the test drive request. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 15th Feb, Mr. Athul stated they did not deliver the RC even after repeated follow-ups. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 15th Feb, Mr. Sharma stated the service was very slow and unprofessional. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 24th Nov, Mr. Vinay stated they did not deliver the RC even after repeated follow-ups. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 12th July, Mr. Gaurav stated the service was very slow and unprofessional. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 15th Feb, Ms. Priya stated the dealership staff was rude and arrogant. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 25th May, Ms. Anjali stated the dealership did not respond regarding the test drive request. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 15th Feb, Mr. Raj stated they did not deliver the RC even after repeated follow-ups. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 10th April, Ms. Priya stated the service was very slow and unprofessional. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 1st Jan, Ms. Neeru Joshi stated they did not deliver the RC even after repeated follow-ups. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 31st Dec, Mr. Athul stated the service was very slow and unprofessional. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 25th May, Mr. Raj stated the service was very slow and unprofessional. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 28th March, Mr. Athul stated the dealership did not respond regarding the test drive request. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 15th Feb, Mr. Athul stated the fast tag was not provided even after full payment. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 31st Oct, Ms. Priya stated the fast tag was not provided even after full payment. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 10th April, Mr. Vinay stated the fast tag was not provided even after full payment. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 15th Feb, Mr. Sharma stated they charged extra without any explanation. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 25th May, Mr. Sharma stated they charged extra without any explanation. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 28th March, Mr. Raj stated the dealership staff was rude and arrogant. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 12th July, Ms. Neeru Joshi stated the fast tag was not provided even after full payment. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 1st Jan, Mr. Gaurav stated the dealership did not respond regarding the test drive request. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 1st Jan, Ms. Neeru Joshi stated the service was very slow and unprofessional. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 5th June, Ms. Priya stated they did not deliver the RC even after repeated follow-ups. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 31st Oct, Mr. Sharma stated the service was very slow and unprofessional. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 10th April, Mr. Gaurav stated they did not deliver the RC even after repeated follow-ups. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 31st Oct, Ms. Anjali stated the car documents are still pending from dealership side. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 5th June, Mr. Gaurav stated the fast tag was not provided even after full payment. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 24th Nov, Mr. Raj stated they did not deliver the RC even after repeated follow-ups. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 15th Feb, Mr. Athul stated the service was very slow and unprofessional. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 28th March, Mr. Athul stated they charged extra without any explanation. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 25th May, Mr. Sharma stated the car documents are still pending from dealership side. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 12th July, Mr. Gaurav stated the car documents are still pending from dealership side. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 12th July, Mr. Gaurav stated the car documents are still pending from dealership side. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 28th March, Mr. Raj stated the fast tag was not provided even after full payment. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 31st Oct, Ms. Neeru Joshi stated the dealership staff was rude and arrogant. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 25th May, Mr. Athul stated the dealership staff was rude and arrogant. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 10th April, Mr. Vinay stated the dealership staff was rude and arrogant. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 10th April, Mr. Athul stated the dealership staff was rude and arrogant. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 15th Feb, Ms. Neeru Joshi stated the car documents are still pending from dealership side. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 24th Nov, Ms. Neeru Joshi stated the dealership staff was rude and arrogant. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 5th June, Mr. Athul stated the dealership did not respond regarding the test drive request. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 12th July, Ms. Neeru Joshi stated the service was very slow and unprofessional. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 5th June, Ms. Priya stated they did not deliver the RC even after repeated follow-ups. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 1st Jan, Mr. Vinay stated the dealership did not respond regarding the test drive request. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 12th July, Mr. Sharma stated the fast tag was not provided even after full payment. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 28th March, Mr. Vinay stated they did not deliver the RC even after repeated follow-ups. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 5th June, Mr. Vinay stated the fast tag was not provided even after full payment. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 12th July, Mr. Sharma stated the service was very slow and unprofessional. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 31st Dec, Ms. Anjali stated the dealership did not respond regarding the test drive request. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 15th Feb, Ms. Priya stated the car documents are still pending from dealership side. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 1st Jan, Mr. Gaurav stated they did not deliver the RC even after repeated follow-ups. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 15th Feb, Ms. Neeru Joshi stated the dealership staff was rude and arrogant. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 10th April, Ms. Neeru Joshi stated the car documents are still pending from dealership side. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 28th March, Mr. Raj stated the car documents are still pending from dealership side. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 5th June, Mr. Vinay stated the car documents are still pending from dealership side. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 24th Nov, Ms. Neeru Joshi stated the service was very slow and unprofessional. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 5th June, Mr. Raj stated they did not deliver the RC even after repeated follow-ups. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 5th June, Mr. Athul stated they did not deliver the RC even after repeated follow-ups. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 31st Dec, Ms. Neeru Joshi stated the fast tag was not provided even after full payment. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 28th March, Ms. Priya stated the dealership staff was rude and arrogant. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 28th March, Ms. Neeru Joshi stated they charged extra without any explanation. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 25th May, Mr. Gaurav stated the service was very slow and unprofessional. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 28th March, Mr. Sharma stated the dealership did not respond regarding the test drive request. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 5th June, Mr. Vinay stated the dealership did not respond regarding the test drive request. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 10th April, Mr. Gaurav stated they did not deliver the RC even after repeated follow-ups. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 31st Dec, Mr. Gaurav stated the fast tag was not provided even after full payment. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 1st Jan, Mr. Gaurav stated they did not deliver the RC even after repeated follow-ups. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 31st Oct, Mr. Gaurav stated the dealership staff was rude and arrogant. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 10th April, Mr. Vinay stated they did not deliver the RC even after repeated follow-ups. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 10th April, Mr. Gaurav stated the dealership did not respond regarding the test drive request. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 5th June, Ms. Priya stated the fast tag was not provided even after full payment. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 15th Feb, Ms. Anjali stated the fast tag was not provided even after full payment. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 15th Feb, Mr. Gaurav stated the dealership did not respond regarding the test drive request. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 15th Feb, Ms. Anjali stated they did not deliver the RC even after repeated follow-ups. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 24th Nov, Mr. Athul stated they did not deliver the RC even after repeated follow-ups. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 12th July, Mr. Sharma stated the dealership staff was rude and arrogant. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 31st Oct, Mr. Raj stated the fast tag was not provided even after full payment. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 12th July, Mr. Sharma stated they charged extra without any explanation. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 10th April, Ms. Priya stated they charged extra without any explanation. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 12th July, Mr. Sharma stated the service was very slow and unprofessional. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 28th March, Mr. Sharma stated the car documents are still pending from dealership side. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 25th May, Mr. Sharma stated they charged extra without any explanation. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 5th June, Mr. Raj stated the car documents are still pending from dealership side. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 1st Jan, Ms. Priya stated the car documents are still pending from dealership side. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 10th April, Mr. Gaurav stated they charged extra without any explanation. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 31st Oct, Ms. Priya stated they did not deliver the RC even after repeated follow-ups. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 15th Feb, Ms. Priya stated the dealership did not respond regarding the test drive request. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 10th April, Mr. Raj stated the dealership staff was rude and arrogant. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 28th March, Mr. Vinay stated the dealership did not respond regarding the test drive request. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 5th June, Mr. Vinay stated they charged extra without any explanation. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 12th July, Mr. Sharma stated the service was very slow and unprofessional. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 25th May, Mr. Athul stated the car documents are still pending from dealership side. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 31st Dec, Mr. Raj stated the service was very slow and unprofessional. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 15th Feb, Mr. Gaurav stated they charged extra without any explanation. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 10th April, Ms. Anjali stated they did not deliver the RC even after repeated follow-ups. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 15th Feb, Ms. Priya stated the service was very slow and unprofessional. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 25th May, Ms. Neeru Joshi stated they did not deliver the RC even after repeated follow-ups. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 1st Jan, Mr. Sharma stated the service was very slow and unprofessional. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 25th May, Ms. Priya stated they charged extra without any explanation. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 10th April, Ms. Priya stated the dealership staff was rude and arrogant. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 12th July, Mr. Gaurav stated the fast tag was not provided even after full payment. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 28th March, Mr. Raj stated the fast tag was not provided even after full payment. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 5th June, Ms. Neeru Joshi stated the fast tag was not provided even after full payment. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 24th Nov, Mr. Gaurav stated the car documents are still pending from dealership side. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 25th May, Ms. Priya stated they charged extra without any explanation. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 31st Oct, Mr. Gaurav stated they did not deliver the RC even after repeated follow-ups. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 25th May, Ms. Priya stated the car documents are still pending from dealership side. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 25th May, Mr. Athul stated the dealership staff was rude and arrogant. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 1st Jan, Mr. Vinay stated the dealership staff was rude and arrogant. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 5th June, Mr. Sharma stated the service was very slow and unprofessional. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 1st Jan, Ms. Priya stated the service was very slow and unprofessional. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 5th June, Ms. Neeru Joshi stated the dealership did not respond regarding the test drive request. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 12th July, Mr. Athul stated the dealership staff was rude and arrogant. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 5th June, Mr. Vinay stated the service was very slow and unprofessional. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 31st Dec, Mr. Gaurav stated the service was very slow and unprofessional. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 12th July, Mr. Vinay stated the service was very slow and unprofessional. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 15th Feb, Mr. Sharma stated the service was very slow and unprofessional. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 10th April, Mr. Athul stated they charged extra without any explanation. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 25th May, Mr. Raj stated the dealership staff was rude and arrogant. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 5th June, Mr. Sharma stated the service was very slow and unprofessional. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 1st Jan, Mr. Sharma stated the service was very slow and unprofessional. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 31st Oct, Mr. Vinay stated the dealership staff was rude and arrogant. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 10th April, Ms. Priya stated the car documents are still pending from dealership side. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 28th March, Ms. Priya stated they did not deliver the RC even after repeated follow-ups. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 15th Feb, Ms. Priya stated they did not deliver the RC even after repeated follow-ups. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 24th Nov, Mr. Athul stated the car documents are still pending from dealership side. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 31st Dec, Mr. Sharma stated they charged extra without any explanation. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 31st Oct, Ms. Neeru Joshi stated the service was very slow and unprofessional. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 25th May, Mr. Gaurav stated the fast tag was not provided even after full payment. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 25th May, Ms. Anjali stated the fast tag was not provided even after full payment. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 12th July, Ms. Neeru Joshi stated they did not deliver the RC even after repeated follow-ups. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 24th Nov, Mr. Vinay stated the service was very slow and unprofessional. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 1st Jan, Ms. Neeru Joshi stated the dealership staff was rude and arrogant. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 10th April, Mr. Vinay stated the fast tag was not provided even after full payment. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 5th June, Ms. Priya stated they did not deliver the RC even after repeated follow-ups. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 5th June, Mr. Athul stated the service was very slow and unprofessional. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 5th June, Mr. Athul stated the dealership staff was rude and arrogant. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 1st Jan, Ms. Anjali stated the service was very slow and unprofessional. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 1st Jan, Mr. Vinay stated the fast tag was not provided even after full payment. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 15th Feb, Mr. Sharma stated the car documents are still pending from dealership side. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 25th May, Mr. Gaurav stated the service was very slow and unprofessional. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 28th March, Mr. Gaurav stated the dealership did not respond regarding the test drive request. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 1st Jan, Mr. Sharma stated the fast tag was not provided even after full payment. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 1st Jan, Ms. Neeru Joshi stated the car documents are still pending from dealership side. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 25th May, Mr. Athul stated the fast tag was not provided even after full payment. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 25th May, Mr. Athul stated they charged extra without any explanation. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 28th March, Ms. Neeru Joshi stated they charged extra without any explanation. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 24th Nov, Ms. Anjali stated they did not deliver the RC even after repeated follow-ups. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 15th Feb, Mr. Athul stated they did not deliver the RC even after repeated follow-ups. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 25th May, Ms. Neeru Joshi stated the service was very slow and unprofessional. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 12th July, Ms. Priya stated the dealership staff was rude and arrogant. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 28th March, Mr. Gaurav stated the service was very slow and unprofessional. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 31st Oct, Mr. Sharma stated the car documents are still pending from dealership side. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 1st Jan, Ms. Priya stated the service was very slow and unprofessional. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 5th June, Mr. Athul stated the dealership did not respond regarding the test drive request. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 10th April, Mr. Raj stated the car documents are still pending from dealership side. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 31st Oct, Mr. Gaurav stated they charged extra without any explanation. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 10th April, Mr. Sharma stated the dealership did not respond regarding the test drive request. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 28th March, Ms. Anjali stated they charged extra without any explanation. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 24th Nov, Mr. Vinay stated the dealership staff was rude and arrogant. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 28th March, Mr. Sharma stated the service was very slow and unprofessional. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 31st Dec, Mr. Sharma stated they did not deliver the RC even after repeated follow-ups. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 5th June, Mr. Vinay stated the car documents are still pending from dealership side. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 5th June, Ms. Priya stated the car documents are still pending from dealership side. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 24th Nov, Ms. Neeru Joshi stated the fast tag was not provided even after full payment. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 1st Jan, Mr. Vinay stated the car documents are still pending from dealership side. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 28th March, Ms. Priya stated they charged extra without any explanation. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 1st Jan, Mr. Sharma stated the fast tag was not provided even after full payment. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 31st Dec, Mr. Vinay stated the service was very slow and unprofessional. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 10th April, Ms. Priya stated the car documents are still pending from dealership side. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 10th April, Mr. Vinay stated the dealership did not respond regarding the test drive request. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 31st Dec, Mr. Vinay stated they charged extra without any explanation. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 31st Dec, Ms. Anjali stated they charged extra without any explanation. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 10th April, Mr. Sharma stated they charged extra without any explanation. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 31st Dec, Mr. Sharma stated the service was very slow and unprofessional. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 10th April, Mr. Sharma stated they charged extra without any explanation. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 10th April, Ms. Anjali stated the car documents are still pending from dealership side. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 31st Dec, Mr. Athul stated the car documents are still pending from dealership side. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 1st Jan, Mr. Gaurav stated the car documents are still pending from dealership side. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 5th June, Ms. Priya stated the fast tag was not provided even after full payment. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 24th Nov, Mr. Raj stated the dealership did not respond regarding the test drive request. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 31st Oct, Ms. Neeru Joshi stated the fast tag was not provided even after full payment. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 15th Feb, Ms. Anjali stated they did not deliver the RC even after repeated follow-ups. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 12th July, Ms. Anjali stated they charged extra without any explanation. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 12th July, Mr. Athul stated the car documents are still pending from dealership side. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 31st Dec, Ms. Anjali stated the service was very slow and unprofessional. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 25th May, Mr. Sharma stated the fast tag was not provided even after full payment. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 5th June, Ms. Neeru Joshi stated the car documents are still pending from dealership side. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 25th May, Mr. Gaurav stated the dealership did not respond regarding the test drive request. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 5th June, Ms. Neeru Joshi stated the fast tag was not provided even after full payment. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 25th May, Ms. Priya stated the car documents are still pending from dealership side. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 5th June, Ms. Anjali stated the car documents are still pending from dealership side. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 28th March, Ms. Priya stated the dealership staff was rude and arrogant. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 1st Jan, Mr. Sharma stated the service was very slow and unprofessional. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 1st Jan, Mr. Gaurav stated they did not deliver the RC even after repeated follow-ups. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 31st Dec, Mr. Raj stated they charged extra without any explanation. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 1st Jan, Ms. Priya stated the dealership staff was rude and arrogant. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 28th March, Ms. Priya stated they did not deliver the RC even after repeated follow-ups. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 10th April, Ms. Neeru Joshi stated the car documents are still pending from dealership side. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 1st Jan, Mr. Gaurav stated they charged extra without any explanation. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 25th May, Mr. Gaurav stated the dealership did not respond regarding the test drive request. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 31st Oct, Mr. Raj stated the service was very slow and unprofessional. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 24th Nov, Ms. Neeru Joshi stated the dealership staff was rude and arrogant. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 15th Feb, Ms. Priya stated the dealership staff was rude and arrogant. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 12th July, Mr. Athul stated the dealership staff was rude and arrogant. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 10th April, Mr. Athul stated they did not deliver the RC even after repeated follow-ups. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
